easting,northing,dz_dx,dz_dy,inclination_deg
3.330622472884124145e+05,4.980211242341187783e+06,4.213790086780150324e-02,-6.163472628541599024e-02,4.269905852163986104e+00
3.330621351214406313e+05,4.980211178572603501e+06,4.246423078756860620e-02,-6.126254529489071066e-02,4.262981540005164938e+00
3.330620229544664035e+05,4.980211114804021083e+06,4.289256172135019751e-02,-6.115618646224026816e-02,4.271969206135050712e+00
3.330619183850362897e+05,4.980211039720813744e+06,4.340612960179320717e-02,-6.083774314328533467e-02,4.274055665455307462e+00
3.330618141056703171e+05,4.980210975746276788e+06,4.399535453560879383e-02,-6.051835871331555372e-02,4.278909275198764739e+00
3.330617177139151609e+05,4.980210911565781571e+06,4.448734385006061082e-02,-6.026940582884631609e-02,4.284031960904536973e+00
3.330616134345451137e+05,4.980210847591248341e+06,4.523481027854880238e-02,-5.978402749659053605e-02,4.287374567400256353e+00
3.330615170427859994e+05,4.980210783410754986e+06,4.551824672430830609e-02,-5.995576628387317558e-02,4.304926820730170078e+00
3.330614127634116448e+05,4.980210719436223619e+06,4.590369306422786150e-02,-6.000814094227640422e-02,4.320610428297486649e+00
3.330613239691943163e+05,4.980210643941105343e+06,4.616312576882850016e-02,-6.002935953828219401e-02,4.330564462759213917e+00
3.330612430625883862e+05,4.980210568240030669e+06,4.666860973731928180e-02,-6.001821788884238729e-02,4.347677770593613822e+00
3.330611934163667611e+05,4.980210480606446043e+06,4.678356694856738301e-02,-6.016587731068681610e-02,4.358337885930390954e+00
3.330611671429170528e+05,4.980210381246317178e+06,4.694969111689754199e-02,-6.034626283498638333e-02,4.372258608495511290e+00
3.330611332719206694e+05,4.980210293200814165e+06,4.726604411249912124e-02,-6.047350007243682685e-02,4.389055014459009030e+00
3.330610991108557209e+05,4.980210194046642631e+06,4.733001145352216249e-02,-6.098705860657015893e-02,4.414371712955096783e+00
3.330610722572680097e+05,4.980210072469176725e+06,4.759844066373321997e-02,-6.158954362033364910e-02,4.450861827755296929e+00
3.330610255675007938e+05,4.980209795782282017e+06,4.803601575379261995e-02,-6.238757706974371042e-02,4.502065170435743724e+00
